DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231321492,12/3/23 0:00,12/3/23 0:00,200,13,Newton,1307,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0432 1822,40,M,H,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,230,,,,700 E  7TH                          ST,,34.04,-118.2458
230414991,12/4/23 0:00,12/3/23 0:00,1800,4,Hollenbeck,477,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  SOTO                         ST,,34.0358,-118.2148
230717882,12/3/23 0:00,12/3/23 0:00,930,7,Wilshire,745,1,330,BURGLARY FROM VEHICLE,1307 1609 0358 0344 1822 0352,46,F,O,101,STREET,,,IC,Invest Cont,330,,,,DUNSMUIR                     AV,WILSHIRE                     BL,34.0623,-118.3485
232018771,12/3/23 0:00,12/3/23 0:00,930,20,Olympic,2039,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1817 0447 0429 0445,30,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,HOOVER                       ST,SUNSET                       PL,34.0608,-118.2842
231820279,12/4/23 0:00,12/3/23 0:00,2030,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,500 W  111TH                        ST,,33.9348,-118.2826
231614635,12/3/23 0:00,12/3/23 0:00,620,16,Foothill,1653,2,354,THEFT OF IDENTITY,1822,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12800    KAMLOOPS                     ST,,34.2557,-118.411
230917044,12/4/23 0:00,12/3/23 0:00,1500,9,Van Nuys,989,2,624,BATTERY - SIMPLE ASSAULT,1802 0444,51,F,A,717,HEALTH SPA/GYM,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,13700    VENTURA                      BL,,34.148,-118.4312
230320842,12/6/23 0:00,12/3/23 0:00,1200,3,Southwest,399,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4200 S  FIGUEROA                     ST,,34.0072,-118.2827
231421227,12/4/23 0:00,12/3/23 0:00,2347,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,46,F,B,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,300    WORLD                        WY,,33.9455,-118.4001
231820281,12/3/23 0:00,12/3/23 0:00,1930,18,Southeast,1863,1,320,"BURGLARY, ATTEMPTED",1822,51,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,11700    AVALON                       BL,,33.9271,-118.2652
230917124,12/5/23 0:00,12/3/23 0:00,2300,9,Van Nuys,952,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822,26,F,H,101,STREET,,,IC,Invest Cont,331,,,,5200    NOBLE                        AV,,34.1649,-118.4618
231321508,12/3/23 0:00,12/3/23 0:00,1310,13,Newton,1346,2,354,THEFT OF IDENTITY,929,62,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 E  43RD                         ST,,34.0059,-118.2498
230125509,12/3/23 0:00,12/3/23 0:00,1830,1,Central,152,2,888,TRESPASSING,910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
230701078,12/4/23 0:00,12/3/23 0:00,2320,7,Wilshire,777,2,946,OTHER MISCELLANEOUS CRIME,1513 1906 0903 2055,27,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,956,,,1700    CRENSHAW                     BL,,34.0429,-118.3329
232018718,12/4/23 0:00,12/3/23 0:00,2330,20,Olympic,2062,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,MANHATTAN                    PL,COUNTRY CLUB                 DR,34.0494,-118.3102
231820249,12/3/23 0:00,12/3/23 0:00,130,18,Southeast,1834,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 1407 1100 0329 1307,41,F,H,101,STREET,,,IC,Invest Cont,745,998,,,800 E  108TH                        ST,,33.9383,-118.2609
230516537,12/4/23 0:00,12/3/23 0:00,1440,5,Harbor,558,1,330,BURGLARY FROM VEHICLE,1300 0344,34,M,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,200 W  SANTA CRUZ                   ST,,33.7442,-118.2814
232018776,12/4/23 0:00,12/3/23 0:00,2000,20,Olympic,2088,2,813,CHILD ANNOYING (17YRS & UNDER),1810 0913 0500 2002,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,813,,,,1800    ORCHARD                      AV,,34.0411,-118.2888
230125520,12/3/23 0:00,12/3/23 0:00,2310,1,Central,148,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,503,HOTEL,,,IC,Invest Cont,745,,,,700 E  5TH                          ST,,34.0438,-118.2416
231224218,12/3/23 0:00,12/3/23 0:00,1130,12,77th Street,1253,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329 1814 2000 1309,29,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1900 W  78TH                         PL,,33.9682,-118.3112
230415068,12/5/23 0:00,12/3/23 0:00,215,4,Hollenbeck,497,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,27,F,W,103,ALLEY,,,IC,Invest Cont,440,,,,1400 S  GRANDE VISTA                 AV,,34.0201,-118.2105
230516746,12/9/23 0:00,12/3/23 0:00,2025,5,Harbor,564,1,210,ROBBERY,1300 1309,49,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,400 W  4TH                          ST,,33.7406,-118.2857
231200825,12/3/23 0:00,12/3/23 0:00,1037,12,77th Street,1273,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 0302 0913 2004 1402 1419,60,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,998,,,8700 S  ST ANDREWS                   PL,,33.9591,-118.3112
231421155,12/3/23 0:00,12/3/23 0:00,1730,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,5200 W  CENTINELA                    AV,,33.9773,-118.3702
230414970,12/3/23 0:00,12/3/23 0:00,300,4,Hollenbeck,497,1,330,BURGLARY FROM VEHICLE,1300 1302 1307 0329 0344,26,M,K,108,PARKING LOT,,,IC,Invest Cont,330,,,,S  GRANDE VISTA                 AV,E  11TH                         ST,34.0193,-118.2105
230320713,12/3/23 0:00,12/3/23 0:00,1105,3,Southwest,316,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,45,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2200 S  HARVARD                      BL,,34.0364,-118.3065
231421226,12/3/23 0:00,12/3/23 0:00,1623,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,38,F,B,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,300    WORLD                        WY,,33.9455,-118.4001
231421146,12/3/23 0:00,12/3/23 0:00,2050,14,Pacific,1434,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700    GREENWOOD                    AV,,34.0009,-118.444
231224286,12/3/23 0:00,12/3/23 0:00,2110,12,77th Street,1218,1,210,ROBBERY,0342 1240 1309 1311 0448 0416 0355 0344 0326,43,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,FIGUEROA                     ST,55TH                         ST,33.9924,-118.2827
230718289,12/5/23 0:00,12/3/23 0:00,1600,7,Wilshire,726,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,717,HEALTH SPA/GYM,,,IC,Invest Cont,740,,,,5800 W  3RD                          ST,,34.0726,-118.3463
231820269,12/3/23 0:00,12/3/23 0:00,230,18,Southeast,1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1309 0416 1310 0913 0602,52,M,X,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,100 W  CENTURY                      BL,,33.9456,-118.2739
230221996,12/3/23 0:00,12/3/23 0:00,500,2,Rampart,246,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH                          ST,WESTLAKE                     AV,34.059,-118.2737
231016661,12/3/23 0:00,12/3/23 0:00,200,10,West Valley,1004,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18300    ARMINTA                      ST,,34.2139,-118.5317
230917038,12/4/23 0:00,12/3/23 0:00,1230,9,Van Nuys,932,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100,24,M,H,217,AUTO REPAIR SHOP,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,753,,,,6100    KESTER                       AV,,34.1839,-118.4605
231518507,12/4/23 0:00,12/3/23 0:00,900,15,N Hollywood,1521,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7000    LONGRIDGE                    AV,,34.1975,-118.4214
231321551,12/4/23 0:00,12/3/23 0:00,2000,13,Newton,1333,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,GRIFFITH                     AV,32ND                         ST,34.0154,-118.2604
231224208,12/3/23 0:00,12/3/23 0:00,2200,12,77th Street,1249,1,210,ROBBERY,0906 0344 1822 0371 0342 0400 0448 0336 1309 0443,40,M,B,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6200 S  FIGUEROA                     ST,,33.9833,-118.2827
231016719,12/3/23 0:00,12/3/23 0:00,339,10,West Valley,1003,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1607,0,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,18500    SATICOY                      ST,,34.2148,-118.5404
230516650,12/7/23 0:00,12/3/23 0:00,1200,5,Harbor,517,1,761,BRANDISH WEAPON,0334 1309 1310 0913,6,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,761,,,,500 E  DENNI                        ST,,33.785,-118.2568
231820277,12/3/23 0:00,12/3/23 0:00,1700,18,Southeast,1826,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1251 1259 0522 2004 1822,11,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,760,,,,1600 E  103RD                        ST,,33.9485,-118.2461
231224431,12/3/23 0:00,12/3/23 0:00,1034,12,77th Street,1211,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,26,F,X,405,CLOTHING STORE,,,IC,Invest Cont,956,,,,5400    7TH                          AV,,33.9932,-118.3247
230917021,12/3/23 0:00,12/3/23 0:00,30,9,Van Nuys,915,2,624,BATTERY - SIMPLE ASSAULT,0561 0444,65,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,7000    LENNOX                       AV,,34.1976,-118.4455
230320796,12/4/23 0:00,12/3/23 0:00,1930,3,Southwest,354,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1822 0344 1300 0385,46,F,B,101,STREET,,,IC,Invest Cont,331,,,,9TH                          ST,36TH                         ST,34.0229,-118.3272
230718002,12/4/23 0:00,12/3/23 0:00,2230,7,Wilshire,727,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",444,23,M,O,203,OTHER BUSINESS,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,200 S  LA BREA                      AV,,34.071,-118.344
230126041,12/10/23 0:00,12/3/23 0:00,1100,1,Central,152,1,310,BURGLARY,344,41,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,600 S  GRAND                        AV,,34.0487,-118.2553
231016699,12/3/23 0:00,12/3/23 0:00,1500,10,West Valley,1039,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038 0913 0554 0602,17,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,902,,,,6400    WOODLEY                      AV,,34.1866,-118.4836
231820272,12/4/23 0:00,12/3/23 0:00,2000,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  103RD                        ST,,33.9429,-118.2739
231224225,12/3/23 0:00,12/3/23 0:00,2305,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0906,32,M,B,301,GAS STATION,102,HAND GUN,IC,Invest Cont,110,998,,,8500 S  HOOVER                       ST,,33.9611,-118.2871
231321535,12/3/23 0:00,12/3/23 0:00,2000,13,Newton,1367,1,310,BURGLARY,0209 0216 0344 1822,58,M,A,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1600 E  48TH                         ST,,34.0002,-118.2458
230516491,12/4/23 0:00,12/3/23 0:00,2000,5,Harbor,517,1,330,BURGLARY FROM VEHICLE,0377 0344 1300,55,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,100 E  N                            ST,,33.79,-118.2632
232117270,12/3/23 0:00,12/3/23 0:00,1530,21,Topanga,2187,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2004,12,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,21800    VENTURA                      BL,,34.1684,-118.6021
230415038,12/4/23 0:00,12/3/23 0:00,1852,4,Hollenbeck,469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,3400 E  4TH                          ST,,34.034,-118.1969
231718601,12/3/23 0:00,12/3/23 0:00,1900,17,Devonshire,1745,2,624,BATTERY - SIMPLE ASSAULT,0903 2055 1514 0416 0361,31,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10300    ZELZAH                       AV,,34.2576,-118.5233
230125503,12/3/23 0:00,12/3/23 0:00,1635,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
231917396,12/4/23 0:00,12/3/23 0:00,2230,19,Mission,1919,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,13000    FOOTHILL                     BL,,34.296,-118.4178
231614663,12/4/23 0:00,12/3/23 0:00,1750,16,Foothill,1675,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11000    PENDLETON                    ST,,34.2394,-118.3717
231614715,12/5/23 0:00,12/3/23 0:00,1000,16,Foothill,1641,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,23,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10100    LAUREL CANYON                BL,,34.2536,-118.4266
230601162,12/3/23 0:00,12/3/23 0:00,100,6,Hollywood,642,1,220,ATTEMPTED ROBBERY,0430 1300 1100 0400 0416 1822,30,M,O,101,STREET,102,HAND GUN,IC,Invest Cont,220,230,,,1500 N  STANLEY                      AV,,34.0981,-118.3561
230301078,12/3/23 0:00,12/3/23 0:00,1330,3,Southwest,377,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0360 0334 0416 0445 0552 0913 1251 1259 0602,14,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,AA,Adult Arrest,230,,,,1200 W  39TH                         ST,,34.0155,-118.2974
231917462,12/5/23 0:00,12/3/23 0:00,1700,19,Mission,1995,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,M,O,721,HIGH SCHOOL,,,IC,Invest Cont,740,,,,8000    VAN NUYS                     BL,,34.2164,-118.4488
230516473,12/3/23 0:00,12/3/23 0:00,1230,5,Harbor,555,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 N  GRAND                        AV,,33.7451,-118.2901
230125628,12/5/23 0:00,12/3/23 0:00,1330,1,Central,195,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1400 S  MAIN                         ST,,34.0351,-118.2614
231321518,12/3/23 0:00,12/3/23 0:00,1745,13,Newton,1333,1,210,ROBBERY,1822 1402 0945 0104 0325 0400,0,X,X,405,CLOTHING STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,3200 S  CENTRAL                      AV,,34.0174,-118.2621
230917045,12/4/23 0:00,12/3/23 0:00,1500,9,Van Nuys,989,2,624,BATTERY - SIMPLE ASSAULT,1802 0444,35,F,A,717,HEALTH SPA/GYM,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,13700    VENTURA                      BL,,34.148,-118.4312
231421214,12/3/23 0:00,12/3/23 0:00,1656,14,Pacific,1494,2,623,BATTERY POLICE (SIMPLE),0400 1271,0,M,O,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,623,,,,WORLD                        WY,SKY                          WY,33.9455,-118.3998
230125510,12/3/23 0:00,12/3/23 0:00,1710,1,Central,119,2,888,TRESPASSING,0910 2004 1501,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
230817736,12/3/23 0:00,12/3/23 0:00,1727,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
230516555,12/5/23 0:00,12/3/23 0:00,700,5,Harbor,565,2,354,THEFT OF IDENTITY,,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 W  8TH                          ST,,33.737,-118.2902
230222116,12/5/23 0:00,12/3/23 0:00,1300,2,Rampart,233,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,42,F,O,101,STREET,,,IC,Invest Cont,740,,,,W  3RD,S  OCCIDENTAL                   BL,34.0677,-118.282
230125507,12/3/23 0:00,12/3/23 0:00,405,1,Central,135,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344,28,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 S  MAIN                         ST,,34.0495,-118.2459
230817725,12/4/23 0:00,12/3/23 0:00,1812,8,West LA,852,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
231820280,12/3/23 0:00,12/3/23 0:00,1825,18,Southeast,1846,2,901,VIOLATION OF RESTRAINING ORDER,1202 0913 2038,70,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,1400 E  IMPERIAL                     HY,,33.9323,-118.2502
232018671,12/3/23 0:00,12/3/23 0:00,800,20,Olympic,2029,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,400 S  VERMONT                      AV,,34.0669,-118.2917
230917004,12/3/23 0:00,12/3/23 0:00,1,9,Van Nuys,998,1,310,BURGLARY,0354 0314 0344 1606,47,F,W,503,HOTEL,,,IC,Invest Cont,310,,,,12900    VENTURA                      BL,,34.1451,-118.4137
230516486,12/3/23 0:00,12/3/23 0:00,2100,5,Harbor,564,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813 0913 1206,33,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,400 W  3RD                          ST,,33.7415,-118.2857
231321523,12/3/23 0:00,12/3/23 0:00,1422,13,Newton,1313,1,110,CRIMINAL HOMICIDE,1100 0906 0913 1218 2004 0430 1816 1270,44,M,H,122,"VEHICLE, PASSENGER/TRUCK",102,HAND GUN,IC,Invest Cont,110,,,,16TH,SAN PEDRO,34.0299,-118.2559
231224195,12/3/23 0:00,12/3/23 0:00,1830,12,77th Street,1257,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 0448 1814 2000 0408,32,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,7600 S  FIGUEROA                     ST,,33.9708,-118.2827
231820435,12/6/23 0:00,12/3/23 0:00,1050,18,Southeast,1829,1,310,BURGLARY,1601 1202 1822 0344,67,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100 E  103RD                        ST,,33.9456,-118.2323
231224239,12/3/23 0:00,12/3/23 0:00,1250,12,77th Street,1257,1,761,BRANDISH WEAPON,0342 1309 1822 0216 0334,42,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,7600 S  BROADWAY,,33.9693,-118.285
230618531,12/3/23 0:00,12/3/23 0:00,1700,6,Hollywood,668,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,35,M,H,101,STREET,,,IC,Invest Cont,331,,,,SUNSET                       BL,VAN NESS                     AV,34.0981,-118.3158
231116423,12/3/23 0:00,12/3/23 0:00,200,11,Northeast,1184,1,210,ROBBERY,0344 0355 0334,23,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,GALVESTON                    ST,PORTIA                       ST,34.0773,-118.2539
230717925,12/4/23 0:00,12/3/23 0:00,2340,7,Wilshire,721,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8700 W  BEVERLY                      BL,,34.0768,-118.3806
231001090,12/3/23 0:00,12/3/23 0:00,510,10,West Valley,1027,1,210,ROBBERY,1609 1822 0400 1402 0314 0363,45,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,7000    JELLICO                      AV,,34.1975,-118.5174
231016700,12/3/23 0:00,12/3/23 0:00,500,10,West Valley,1063,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18600    BURBANK                      BL,,34.1724,-118.5388
230125491,12/3/23 0:00,12/3/23 0:00,1030,1,Central,181,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,X,X,713,CONVENTION CENTER,,,IC,Invest Cont,440,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
230516504,12/3/23 0:00,12/3/23 0:00,235,5,Harbor,541,1,330,BURGLARY FROM VEHICLE,0358 1300 0344,0,X,X,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,330,,,,1300 W  CAPITOL                      DR,,33.7548,-118.3061
230415126,12/6/23 0:00,12/3/23 0:00,2000,4,Hollenbeck,457,1,330,BURGLARY FROM VEHICLE,1302 1307 0344,25,M,O,101,STREET,,,IC,Invest Cont,330,,,,2600 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032
231917614,12/7/23 0:00,12/3/23 0:00,1330,19,Mission,1954,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,38,F,H,101,STREET,,,IC,Invest Cont,331,,,,15000    GERMAIN                      ST,,34.2621,-118.4586
231718641,12/3/23 0:00,12/3/23 0:00,1121,17,Devonshire,1764,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,9200    SHIRLEY                      AV,,34.2374,-118.558
231718869,12/5/23 0:00,12/3/23 0:00,1346,17,Devonshire,1758,2,624,BATTERY - SIMPLE ASSAULT,0447 1822,46,F,B,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,16200    DEVONSHIRE                   ST,,34.2574,-118.4848
231224442,12/5/23 0:00,12/3/23 0:00,1720,12,77th Street,1245,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,43,F,B,406,OTHER STORE,,,IC,Invest Cont,440,,,,6400    RAYMOND                      AV,,33.9814,-118.2981
231820310,12/4/23 0:00,12/3/23 0:00,637,18,Southeast,1849,2,354,THEFT OF IDENTITY,0100 1822 0922 0930,42,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2200 E  111TH                        ST,,33.9345,-118.2329
230516554,12/5/23 0:00,12/3/23 0:00,618,5,Harbor,564,2,354,THEFT OF IDENTITY,,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 W  3RD                          ST,,33.7415,-118.2836
230320750,12/4/23 0:00,12/3/23 0:00,1930,3,Southwest,353,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0104 1822 0352,22,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,3600    CRENSHAW                     BL,,34.0209,-118.3406
231321519,12/3/23 0:00,12/3/23 0:00,1,13,Newton,1346,2,354,THEFT OF IDENTITY,0922 0930 0935,45,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1200 E  43RD                         ST,,34.0057,-118.254
230125692,12/5/23 0:00,12/3/23 0:00,1530,1,Central,182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,888,,,1200 S  FIGUEROA                     ST,,34.0419,-118.2669
231718733,12/5/23 0:00,12/3/23 0:00,1400,17,Devonshire,1747,1,480,BIKE - STOLEN,344,64,M,W,103,ALLEY,,,IC,Invest Cont,480,,,,PETIT                        AV,CHATSWORTH                   ST,34.2647,-118.4979
230817656,12/3/23 0:00,12/3/23 0:00,2128,8,West LA,884,2,888,TRESPASSING,0358 1501,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,888,,,,11300 W  PICO                         BL,,34.0352,-118.4387
